market,category,subcategory,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,Destacados,Productos Carrefour,ARG,Malta instantánea Carrefour 100 g. ,"$ 282,30",,,
Carrefour,Destacados,Productos Carrefour,ARG,Garbanzos 500 g ,"$ 350,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Repelente para mosquitos en aerosol Carrefour 175 cc. ," 339,00","$ 315,27c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/185031-170-170?v=1767616683&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas Carrefour dulces 180 g. ,"$ 212,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Bolsas para residuos Carrefour 60 x 95 cm. 10 u. ," 754,00","$ 565,50c/u",2do al 50% Iguales,https://carrefourar.vtexassets.com/arquivos/ids/173067-170-170?v=1767617456&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Porotos colorados secos 500 g. ,"$ 320,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Enjuague bucal Carrefour mentol 500 cc. ," 394,00","$ 362,48c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/175404-170-170?v=1767616195&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Alimento perros Genérico razas medianas/grandes x 3 kg. ,"$ 947,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Mix saladito 500 g. ,"$ 799,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jugo en polvo Carrefour manzana deliciosa 7.5 g. ,"$ 31,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Vinagre de manzana Carrefour 500 cc. ,"$ 146,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour lirios blancos 3 x 125 g. ," 291,00","$ 267,72c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/178396-170-170?v=1767619005&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tierra fértil Carrefour interior y exterior 10 l. ,"$ 899,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Tableta de chocolate Carrefour dulce de leche 30 g. ," 77,00","$ 70,07c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/172284-170-170?v=1767617626&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Budín Carrefour vainilla 220 g. ," 255,00","$ 234,60c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/172498-170-170?v=1767619700&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Apresto para ropa Carrefour con silicona 500 cc. ," 168,00","$ 152,88c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/171730-170-170?v=1767619398&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas Carrefour clásicas sin sal 180 g. ,"$ 212,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Pimienta negra en grano 50 g. ,"$ 299,90",,,
Carrefour,Destacados,Productos Carrefour,ARG,Detergente lavavajillas Carrefour cremoso aloe vera 4 l. ," 848,00","$ 763,20c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/174391-170-170?v=1767616995&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Palillos Carrefour 50 u. ," 129,00","$ 122,55c/u",Mi CRF,https://carrefourar.vtexassets.com/arquivos/ids/180542-170-170?v=1767617550&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Toallas femeninas Carrefour con alas 8 u. ," 139,00","$ 129,27c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/185463-170-170?v=1767617420&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour rosa 3 u. x 125 g. ," 291,00","$ 267,72c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/178407-170-170?v=1767619010&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Arroz yamaní 400 g. ,"$ 299,30",,,
Carrefour,Destacados,Productos Carrefour,ARG,Cappuccino instantáneo Carrefour doy pack 210 g. ," 576,00","$ 524,16c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233075-170-170?v=1767620060&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Huevo color Carrefour plástico x 6 uni ," 349,00","$ 317,59c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/176717-170-170?v=1767618218&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tableta de chocolate Carrefour con leche 30 g. ," 77,00","$ 70,07c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/172287-170-170?v=1767617383&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour cremoso 3 x 90 g. ," 244,00","$ 222,04c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/178380-170-170?v=1767619617&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Detergente lavavajillas Carrefour cristalino limón 750 cc. ," 214,00","$ 199,02c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/174367-170-170?v=1767617268&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Cebolla en escamas 50 g. ,"$ 247,70",,,
Carrefour,Destacados,Productos Carrefour,ARG,Mix europa 500 g. ,"$ 1.500,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Gaseosa Carrefour triple 0 naranja 2.25 l. ,"$ 201,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Agua saborizada con gas Carrefour citrus 1.5 l. ," 151,00","$ 140,43c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/171660-170-170?v=1767606203&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Mate cocido en saquitos Carrefour sin TACC x 25 un. ," 111,00","$ 99,90c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233306-170-170?v=1767619880&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Limpiador líquido Carrefour vidrios repuesto 500 cc. ," 147,00","$ 135,24c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/179992-170-170?v=1767618031&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Porotos negros secos 500 g. ,"$ 370,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Velas de corte Carrefour cortas x 4 uni ," 149,30","$ 140,34c/u",Mi CRF 6 %,https://carrefourar.vtexassets.com/arquivos/ids/197743-170-170?v=1767617195&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour humectación natural 3 x 90 g. ," 352,00","$ 327,36c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/178399-170-170?v=1767616840&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas Carrefour sin sal 140 g. ," 279,00","$ 253,89c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/183409-170-170?v=1767616832&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Comino molido 50 g. ,"$ 206,40",,,
Carrefour,Destacados,Productos Carrefour,ARG,Quinoa entera Sturla 250 g. ,"$ 509,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Protectores diarios Carrefour con fragancia 40 u. ," 282,00","$ 256,62c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/182162-170-170?v=1767615555&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Limpiador líquido Carrefour lavanda 900 cc. ,"$ 147,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Salsa barbacoa Carrefour 350 g. ," 407,00","$ 374,44c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233273-170-170?v=1767617548&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Arroz para risotto ,"$ 260,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Aperitivo sin alcohol Carrefour citrus 1.5 l. ," 168,00","$ 154,56c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/194451-170-170?v=1767617678&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Velas de corte Carrefour largas x 4 uni ," 184,50","$ 171,58c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/197742-170-170?v=1767617430&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Limpiador líquido Carrefour bebé 1.8 l. ," 233,00","$ 214,36c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/179952-170-170?v=1767606898&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jugo en polvo Carrefour naranja mango 24 g. ,"$ 31,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,"Helado Carrefour chocolate, vainilla y frutilla con salsa de chocolate 1.5 kg. "," 1.316,00","$ 1.171,24c/u",Mi CRF 11%,https://carrefourar.vtexassets.com/arquivos/ids/177118-170-170?v=1767619061&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Palitos de maíz de queso 400 g. ,"$ 454,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Curry 50 g. ,"$ 123,80",,,
Carrefour,Destacados,Productos Carrefour,ARG,Nuez moscada en grano 2 u. ,"$ 349,90",,,
Carrefour,Destacados,Productos Carrefour,ARG,Colonia Carrefour ambre 500 cc. ," 523,00","$ 475,93c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/177212-170-170?v=1767616515&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,"Helado Carrefour chocolate, americana y frutilla 2 kg. "," 1.620,00","$ 1.474,20c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/177088-170-170?v=1767611953&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Pimienta blanca molida 50 g. ,"$ 279,90",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jabón tocador antibacterial Carrefour 90 g. x 3 uni ," 322,00","$ 299,46c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/233279-170-170?v=1767617559&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas crackers light Carrefour 110 g. ," 117,00","$ 105,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/176552-170-170?v=1767617954&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jugo en polvo Carrefour rosado pomelo 10 g. ,"$ 31,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Desodorante de ambiente Carrefour floral 360 cc. ," 276,00","$ 248,40c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/174432-170-170?v=1767619482&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Bolsas para residuos Carrefour 60 x 100 cm rollo 10 u. ," 639,00","$ 479,25c/u",2do al 50% Iguales,https://carrefourar.vtexassets.com/arquivos/ids/166630-170-170?v=1767617341&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Mix de semillas Sturla nativa chia sésamo girasol 250 g. ,"$ 560,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jugo Carrefour de limón pet 500 cc. ,"$ 178,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Porotos pallares secos 500 g. ,"$ 760,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Mix de frutas secas Carrefour mix tradicional 100 g. ,"$ 236,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Alcohol en gel Carrefour neutro antibacterial1 l. ," 590,00","$ 531,00c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/194255-170-170?v=1767615532&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Enjuague bucal Carrefour menta 500 cc. ," 394,00","$ 362,48c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/175335-170-170?v=1767617272&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Sal entrefina Carrefour bolsa 1 kg. ,"$ 148,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Cesto de residuos a pedal Terra 22 l. ," 4.190,00","$ 2.933,00c/u",30% Off  ,https://carrefourar.vtexassets.com/arquivos/ids/160278-170-170?v=1767616107&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Paté de atún Carrefour 80 g. ,"$ 183,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Medallón de merluza Carrefour con tomate y queso 4 u. ,"$ 882,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Aceite de canola Carrefour sin gluten botella 500 cc. ," 779,00","$ 701,10c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233082-170-170?v=1767616774&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Semilla de sésamo Sturla entera 250 g. ,"$ 410,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas clásicas Carrefour 130 g. sin TACC ," 818,00","$ 752,56c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233320-170-170?v=1767616668&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Detergente lavavajillas Carrefour cremoso colágeno 1.25 l. ," 317,00","$ 288,47c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/174377-170-170?v=1767617117&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tomillo 50 g. ,"$ 206,90",,,
Carrefour,Destacados,Productos Carrefour,ARG,Protectores diarios Carrefour 20 u. ," 136,00","$ 123,76c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/185460-170-170?v=1767617536&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Desodorante de ambiente Carrefour marina 360 cc. ," 276,00","$ 248,40c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/174439-170-170?v=1767619482&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tableta de chocolate Carrefour blanco 30 g. ," 77,00","$ 70,07c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/172286-170-170?v=1767617679&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Alimento para perros Carrefour 100 g. adultos carne ," 125,90","$ 83,93c/u",3x2 Max 12 unidades Combinable,https://carrefourar.vtexassets.com/arquivos/ids/273949-170-170?v=1767620134&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Bolsas para residuos Carrefour 45 x 60 cm. 30 u. ," 639,00","$ 479,25c/u",2do al 50% Iguales,https://carrefourar.vtexassets.com/arquivos/ids/197348-170-170?v=1767617354&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Suavizante para ropa Carrefour flores de primavera 900 cc. ," 347,00","$ 315,77c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/184938-170-170?v=1767613942&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Laurel en hojas 25 g. ,"$ 101,10",,,
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas crackers Carrefour salvado 300 g. ," 214,00","$ 199,02c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/176506-170-170?v=1767617801&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Maíz inflado azucarado 80 g. ,"$ 122,80",,,
Carrefour,Destacados,Productos Carrefour,ARG,Harina de garbanzos 250 g. ,"$ 147,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Obleas Carrefour frutilla 200 g. ," 218,00","$ 198,38c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/175650-170-170?v=1767619672&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Paño para piso Essential nido de abeja 1 uni ," 552,00","$ 414,00c/u",2do al 50% Iguales,https://carrefourar.vtexassets.com/arquivos/ids/245805-170-170?v=1767616852&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Almidón de maíz 500 g. ,"$ 158,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Porotos de soja secos 500 g. ,"$ 309,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Postre helado Carrefour almendrado 625 g. ," 1.095,00","$ 985,50c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/177092-170-170?v=1767612268&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Agua saborizada con gas Carrefour limón 2 l. ," 182,00","$ 169,26c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/171643-170-170?v=1767617685&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour rosas 3 x 90 g. ," 234,00","$ 212,94c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/178534-170-170?v=1767617471&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Copos de arroz inflado 80 g. ,"$ 122,80",,,
Carrefour,Destacados,Productos Carrefour,ARG,Canela molida 50 g. ,"$ 237,40",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jugo en polvo Carrefour naranja 24 g. ,"$ 31,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Alimento para gatos Carrefour 85 g. salmón rosado ," 125,90","$ 83,93c/u",3x2 Max 12 unidades Combinable,https://carrefourar.vtexassets.com/arquivos/ids/273952-170-170?v=1767617414&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Shampoo Carrefour ceramidas fortalecedor 950 cc. ," 352,00","$ 327,36c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/184404-170-170?v=1767617129&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Pochoclo acaramelado Nikitos 400 g. ,"$ 452,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Capelletti Carrefour carne y jamón 500 g. ," 305,00","$ 283,65c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/184172-170-170?v=1767620012&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Jugo en polvo Carrefour ananá 10 g. ,"$ 31,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Bolsas para residuos Carrefour 45 x 55 cm. 20 u. ," 445,00","$ 333,75c/u",2do al 50% Iguales,https://carrefourar.vtexassets.com/arquivos/ids/166122-170-170?v=1767616854&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Alcohol en gel Carrefour con aloe vera 1 l. ," 590,00","$ 531,00c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/194256-170-170?v=1767617116&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Alimento balanceado para gatos Carrefour pollo y leche 85 g. ," 125,90","$ 83,93c/u",3x2 Max 12 unidades Combinable,https://carrefourar.vtexassets.com/arquivos/ids/166566-170-170?v=1767616884&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Albahaca 50 g. ,"$ 227,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Jabón de tocador Carrefour 3 x 125 g. ," 291,00","$ 267,72c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/178403-170-170?v=1767617629&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Bolsas para freezer Carrefour 25 x 35 cm 20 u. ," 443,00","$ 420,85c/u",Mi CRF,https://carrefourar.vtexassets.com/arquivos/ids/160241-170-170?v=1767617567&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Semillas de girasol Sturla entera pelada 250 g. ,"$ 459,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas crackers Carrefour mini sandwich 300 g. ," 227,00","$ 211,11c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/176510-170-170?v=1767619161&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Colonia Carrefour clásica 500 cc. ," 523,00","$ 475,93c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/177199-170-170?v=1767616681&width=170&height=170&aspect=true
